case_id,confirmed_date,state_name,county_name,confirmed_count,death_count,recovered_count 
3188,2020-04-27,ON,Hastings-Prince Edward Public Health Unit,1,0,0
3189,2020-04-27,ON,Huron Perth Public District Health Unit,3,0,0
3190,2020-04-27,ON,Lambton Public Health,6,0,0
3191,2020-04-27,ON,"Leeds, Grenville & Lanark District Health Unit",8,0,0
3192,2020-04-27,ON,Middlesex-London Health Unit,3,0,0
3193,2020-04-27,ON,Niagara Region Public Health Department,5,0,0
3194,2020-04-27,ON,Northwestern Health Unit,-1,0,0
3195,2020-04-27,ON,Ottawa Public Health,79,0,0
3196,2020-04-27,ON,Peel Region Public Health,48,0,0
3197,2020-04-27,ON,Peterborough Public Health,5,0,0
3198,2020-04-27,ON,Simcoe-Muskoka District Health Unit,3,0,0
3199,2020-04-27,ON,Sudbury Public Health & Districts,2,0,0
3200,2020-04-27,ON,Thunder Bay District Health Unit,5,0,0
3201,2020-04-27,ON,Toronto Public Health,189,0,0
3202,2020-04-27,ON,Region of Waterloo Public Health,32,0,0
3203,2020-04-27,ON,Wellington-Dufferin-Guelph Public Health,8,0,0
3204,2020-04-27,ON,Windsor Essex County Health Unit,17,0,0
3205,2020-04-27,ON,York Region Public Health Services,22,0,0
3206,2020-04-27,AB,Calgary Zone,0,2,0
3207,2020-04-27,BC,Fraser Health Region,0,1,0
3208,2020-04-27,BC,Vancouver Coastal Health Region,0,3,0
3209,2020-04-27,ON,Durham Region Health Department,0,1,0
3210,2020-04-27,ON,Peel Region Public Health,0,9,0
3211,2020-04-27,ON,Region of Waterloo Public Health,0,6,0
3212,2020-04-27,QC,Capitale-Nationale,0,4,0
3213,2020-04-27,QC,Lanaudiere,0,4,0
3214,2020-04-27,QC,Laval,0,22,0
3215,2020-04-27,QC,Mauricie-et-Centre-du-Quebec,0,4,0
3216,2020-04-27,QC,Monteregie,0,4,0
3217,2020-04-27,QC,Montreal,0,45,0
3218,2020-04-27,QC,Saguenay-Lac-Saint-Jean,0,1,0
3219,2020-04-27,ON,Toronto Public Health,0,23,0
3220,2020-04-27,ON,Haldimand-Norfolk Health Unit,0,1,0
3221,2020-04-27,ON,Lambton Public Health,0,1,0
3222,2020-04-27,ON,Middlesex-London Health Unit,0,1,0
3223,2020-04-27,ON,Niagara Region Public Health Department,0,5,0
3224,2020-04-27,ON,Ottawa Public Health,0,7,0
3225,2020-04-27,ON,Simcoe-Muskoka District Health Unit,0,1,0
3226,2020-04-27,ON,Wellington-Dufferin-Guelph Public Health,0,1,0
3227,2020-04-27,ON,Windsor Essex County Health Unit,0,1,0
3228,2020-04-27,ON,York Region Public Health Services,0,6,0
3229,2020-04-27,SK,Far North,0,1,0
3230,2020-04-27,AB,Unassigned,0,0,115
3231,2020-04-27,BC,Fraser Health Region,0,0,47
3232,2020-04-27,BC,Interior Health Region,0,0,9
3233,2020-04-27,BC,Northern Health Region,0,0,2
3234,2020-04-27,BC,Out of Canada Region,0,0,-23
3235,2020-04-27,BC,Vancouver Coastal Health Region,0,0,18
3236,2020-04-27,MB,Unassigned,0,0,6
3237,2020-04-27,NS,Unassigned,0,0,70
3238,2020-04-27,QC,Unassigned,0,0,175
3239,2020-04-27,ON,Region of Waterloo Public Health,0,0,11
3240,2020-04-27,ON,Durham Region Health Department,0,0,9
3241,2020-04-27,ON,Chatham-Kent Public Health Unit,0,0,2
3242,2020-04-27,ON,Grey Bruce Public Health Unit,0,0,2
3243,2020-04-27,ON,Haldimand-Norfolk Health Unit,0,0,1
3244,2020-04-27,ON,Hamilton Public Health Unit Services,0,0,4
3245,2020-04-27,ON,Lambton Public Health,0,0,7
3246,2020-04-27,ON,Middlesex-London Health Unit,0,0,4
3247,2020-04-27,ON,Niagara Region Public Health Department,0,0,5
3248,2020-04-27,ON,North Bay-Nipissing-Parry Sound District Health Unit,0,0,1
3249,2020-04-27,ON,Porcupine Health Unit,0,0,1
3250,2020-04-27,ON,Simcoe-Muskoka District Health Unit,0,0,13
3251,2020-04-27,ON,Thunder Bay District Health Unit,0,0,4
3252,2020-04-27,ON,Toronto Public Health,0,0,2306
3253,2020-04-27,ON,Wellington-Dufferin-Guelph Public Health,0,0,1
3254,2020-04-27,ON,York Region Public Health Services,0,0,134
3255,2020-04-27,NL,Eastern,0,0,2
3256,2020-04-27,ON,Halton Region Public Health Department,0,0,17
3257,2020-04-27,ON,Peel Region Public Health,0,0,203
3258,2020-04-27,ON,Sudbury Public Health & Districts,0,0,4
3259,2020-04-27,ON,"Leeds, Grenville & Lanark District Health Unit",0,0,4
3260,2020-04-27,ON,Ottawa Public Health,0,0,544
3261,2020-04-28,AB,Calgary Zone,109,0,0
3262,2020-04-28,AB,Edmonton Zone,2,0,0
3263,2020-04-28,AB,North Zone,6,0,0
3264,2020-04-28,AB,South Zone,42,0,0
3265,2020-04-28,AB,Unassigned,-5,0,0
3266,2020-04-28,BC,Fraser Health Region,39,0,0
3267,2020-04-28,BC,Interior Health Region,4,0,0
3268,2020-04-28,BC,Northern Health Region,2,0,0
3269,2020-04-28,BC,Vancouver Coastal Health Region,8,0,0
3270,2020-04-28,QC,Capitale-Nationale,14,0,0
3271,2020-04-28,QC,Chaudiere-Appalaches,4,0,0
3272,2020-04-28,QC,Cote-Nord,2,0,0
3273,2020-04-28,QC,Lanaudiere,70,0,0
3274,2020-04-28,QC,Laurentides,50,0,0
3275,2020-04-28,QC,Laval,67,0,0
3276,2020-04-28,QC,Mauricie-et-Centre-du-Quebec,21,0,0
3277,2020-04-28,QC,Monteregie,94,0,0
3278,2020-04-28,QC,Montreal,453,0,0
3279,2020-04-28,QC,Outaouais,4,0,0
3280,2020-04-28,SK,Regina,1,0,0
3281,2020-04-28,BC,Vancouver Island Health Region,2,0,0
3282,2020-04-28,QC,Unassigned,-1,0,0
3283,2020-04-28,NS,Central,15,0,0
3284,2020-04-28,ON,Brant County Health Unit,1,0,0
3285,2020-04-28,ON,Chatham-Kent Public Health Unit,13,0,0
3286,2020-04-28,ON,Durham Region Health Department,18,0,0
3287,2020-04-28,ON,Grey Bruce Public Health Unit,3,0,0
3288,2020-04-28,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,-3,0,0
3289,2020-04-28,ON,Halton Region Public Health Department,3,0,0
3290,2020-04-28,ON,Hamilton Public Health Unit Services,7,0,0
3291,2020-04-28,ON,Lambton Public Health,4,0,0
3292,2020-04-28,ON,"Leeds, Grenville & Lanark District Health Unit",5,0,0
3293,2020-04-28,ON,Middlesex-London Health Unit,9,0,0
3294,2020-04-28,ON,Niagara Region Public Health Department,12,0,0
3295,2020-04-28,ON,Ottawa Public Health,65,0,0
3296,2020-04-28,ON,Peel Region Public Health,44,0,0
3297,2020-04-28,ON,Peterborough Public Health,2,0,0
3298,2020-04-28,ON,Porcupine Health Unit,1,0,0
3299,2020-04-28,ON,Simcoe-Muskoka District Health Unit,7,0,0
3300,2020-04-28,ON,Southwestern Public Health,2,0,0
3301,2020-04-28,ON,Sudbury Public Health & Districts,4,0,0
3302,2020-04-28,ON,Toronto Public Health,49,0,0
3303,2020-04-28,ON,Region of Waterloo Public Health,29,0,0
3304,2020-04-28,ON,Wellington-Dufferin-Guelph Public Health,5,0,0
3305,2020-04-28,ON,Windsor Essex County Health Unit,10,0,0
3306,2020-04-28,ON,York Region Public Health Services,57,0,0
3307,2020-04-28,PE,Kings,1,0,0
3308,2020-04-28,AB,Calgary Zone,0,2,0
3309,2020-04-28,AB,Edmonton Zone,0,1,0
3310,2020-04-28,BC,Vancouver Coastal Health Region,0,2,0
3311,2020-04-28,NS,Unassigned,0,3,0
3312,2020-04-28,ON,Durham Region Health Department,0,7,0
3313,2020-04-28,ON,Peel Region Public Health,0,4,0
3314,2020-04-28,ON,Region of Waterloo Public Health,0,6,0
3315,2020-04-28,QC,Capitale-Nationale,0,4,0
3316,2020-04-28,QC,Lanaudiere,0,7,0
3317,2020-04-28,QC,Laurentides,0,2,0
3318,2020-04-28,QC,Laval,0,12,0
3319,2020-04-28,QC,Mauricie-et-Centre-du-Quebec,0,1,0
3320,2020-04-28,QC,Monteregie,0,1,0
3321,2020-04-28,QC,Montreal,0,56,0
3322,2020-04-28,ON,Toronto Public Health,0,8,0
3323,2020-04-28,ON,Haldimand-Norfolk Health Unit,0,1,0
3324,2020-04-28,ON,Hamilton Public Health Unit Services,0,2,0
3325,2020-04-28,ON,"Leeds, Grenville & Lanark District Health Unit",0,1,0
3326,2020-04-28,ON,Ottawa Public Health,0,12,0
3327,2020-04-28,ON,Peterborough Public Health,0,1,0
3328,2020-04-28,ON,Wellington-Dufferin-Guelph Public Health,0,1,0
3329,2020-04-28,ON,Windsor Essex County Health Unit,0,4,0
3330,2020-04-28,ON,York Region Public Health Services,0,2,0
3331,2020-04-28,AB,South Zone,0,2,0
3332,2020-04-28,AB,Unassigned,0,0,136
3333,2020-04-28,BC,Fraser Health Region,0,0,22
3334,2020-04-28,BC,Interior Health Region,0,0,5
3335,2020-04-28,BC,Vancouver Island Health Region,0,0,5
3336,2020-04-28,BC,Northern Health Region,0,0,2
3337,2020-04-28,BC,Vancouver Coastal Health Region,0,0,7
3338,2020-04-28,MB,Unassigned,0,0,4
3339,2020-04-28,NB,Unassigned,0,0,2
3340,2020-04-28,NS,Unassigned,0,0,13
3341,2020-04-28,QC,Unassigned,0,0,324
3342,2020-04-28,SK,North,0,0,1
3343,2020-04-28,SK,Regina,0,0,2
3344,2020-04-28,ON,Region of Waterloo Public Health,0,0,11
3345,2020-04-28,ON,Brant County Health Unit,0,0,3
3346,2020-04-28,ON,Durham Region Health Department,0,0,25
3347,2020-04-28,ON,Eastern Ontario Health Unit,0,0,3
3348,2020-04-28,ON,Grey Bruce Public Health Unit,0,0,1
3349,2020-04-28,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,0,0,2
3350,2020-04-28,ON,Hamilton Public Health Unit Services,0,0,32
3351,2020-04-28,ON,Lambton Public Health,0,0,3
3352,2020-04-28,ON,Middlesex-London Health Unit,0,0,10
3353,2020-04-28,ON,Niagara Region Public Health Department,0,0,30
3354,2020-04-28,ON,Peterborough Public Health,0,0,2
3355,2020-04-28,ON,Simcoe-Muskoka District Health Unit,0,0,7
3356,2020-04-28,ON,Southwestern Public Health,0,0,4
3357,2020-04-28,ON,Toronto Public Health,0,0,260
3358,2020-04-28,ON,Wellington-Dufferin-Guelph Public Health,0,0,1
3359,2020-04-28,ON,Windsor Essex County Health Unit,0,0,19
3360,2020-04-28,ON,York Region Public Health Services,0,0,40
3361,2020-04-28,NL,Eastern,0,0,1
3362,2020-04-28,ON,Halton Region Public Health Department,0,0,17
3363,2020-04-28,ON,Peel Region Public Health,0,0,18
3364,2020-04-28,ON,Sudbury Public Health & Districts,0,0,1
3365,2020-04-28,ON,"Leeds, Grenville & Lanark District Health Unit",0,0,2
3366,2020-04-28,ON,Ottawa Public Health,0,0,30
3367,2020-04-28,ON,Huron Perth Public District Health Unit,0,0,1
3368,2020-04-28,ON,Hastings-Prince Edward Public Health Unit,0,0,1
3369,2020-04-29,AB,Calgary Zone,154,0,0
3370,2020-04-29,AB,Edmonton Zone,3,0,0
3371,2020-04-29,AB,North Zone,3,0,0
3372,2020-04-29,AB,South Zone,148,0,0
3373,2020-04-29,AB,Unassigned,7,0,0
3374,2020-04-29,BC,Fraser Health Region,23,0,0
3375,2020-04-29,BC,Interior Health Region,1,0,0
3376,2020-04-29,BC,Northern Health Region,1,0,0
3377,2020-04-29,BC,Vancouver Coastal Health Region,8,0,0
3378,2020-04-29,MB,Winnipeg,1,0,0
3379,2020-04-29,QC,Capitale-Nationale,18,0,0
3380,2020-04-29,QC,Chaudiere-Appalaches,10,0,0
3381,2020-04-29,QC,Estrie,1,0,0
3382,2020-04-29,QC,Lanaudiere,105,0,0
3383,2020-04-29,QC,Laurentides,58,0,0
3384,2020-04-29,QC,Laval,163,0,0
3385,2020-04-29,QC,Mauricie-et-Centre-du-Quebec,43,0,0
3386,2020-04-29,QC,Monteregie,123,0,0
3387,2020-04-29,QC,Montreal,324,0,0
3388,2020-04-29,QC,Outaouais,3,0,0
3389,2020-04-29,QC,Saguenay-Lac-Saint-Jean,1,0,0
3390,2020-04-29,SK,North,5,0,0
3391,2020-04-29,SK,Saskatoon,1,0,0
3392,2020-04-29,BC,Vancouver Island Health Region,1,0,0
3393,2020-04-29,SK,Far North,11,0,0
3394,2020-04-29,MB,Prairie Mountain,1,0,0
3395,2020-04-29,NS,Central,20,0,0
3396,2020-04-29,ON,Brant County Health Unit,2,0,0
3397,2020-04-29,ON,Chatham-Kent Public Health Unit,3,0,0
3398,2020-04-29,ON,Durham Region Health Department,13,0,0
3399,2020-04-29,ON,Haldimand-Norfolk Health Unit,1,0,0
3400,2020-04-29,ON,Halton Region Public Health Department,16,0,0
3401,2020-04-29,ON,Hamilton Public Health Unit Services,4,0,0
3402,2020-04-29,ON,Hastings-Prince Edward Public Health Unit,2,0,0
3403,2020-04-29,ON,Huron Perth Public District Health Unit,1,0,0
3404,2020-04-29,ON,"Kingston, Frontenac-Lennox & Addington Public Health",2,0,0
3405,2020-04-29,ON,Lambton Public Health,2,0,0
3406,2020-04-29,ON,"Leeds, Grenville & Lanark District Health Unit",5,0,0
3407,2020-04-29,ON,Middlesex-London Health Unit,10,0,0
3408,2020-04-29,ON,Niagara Region Public Health Department,7,0,0
3409,2020-04-29,ON,Ottawa Public Health,39,0,0
3410,2020-04-29,ON,Peel Region Public Health,42,0,0
3411,2020-04-29,ON,Porcupine Health Unit,1,0,0
3412,2020-04-29,ON,Simcoe-Muskoka District Health Unit,10,0,0
3413,2020-04-29,ON,Southwestern Public Health,-1,0,0
3414,2020-04-29,ON,Sudbury Public Health & Districts,1,0,0
3415,2020-04-29,ON,Thunder Bay District Health Unit,1,0,0
3416,2020-04-29,ON,Toronto Public Health,233,0,0
3417,2020-04-29,ON,Region of Waterloo Public Health,22,0,0
3418,2020-04-29,ON,Wellington-Dufferin-Guelph Public Health,3,0,0
3419,2020-04-29,ON,Windsor Essex County Health Unit,8,0,0
3420,2020-04-29,ON,York Region Public Health Services,32,0,0
3421,2020-04-29,AB,Calgary Zone,0,7,0
3422,2020-04-29,BC,Fraser Health Region,0,1,0
3423,2020-04-29,BC,Vancouver Coastal Health Region,0,2,0
3424,2020-04-29,NS,Unassigned,0,1,0
3425,2020-04-29,ON,Durham Region Health Department,0,2,0
3426,2020-04-29,ON,Halton Region Public Health Department,0,1,0
3427,2020-04-29,ON,Peel Region Public Health,0,9,0
3428,2020-04-29,QC,Capitale-Nationale,0,1,0
3429,2020-04-29,QC,Lanaudiere,0,3,0
3430,2020-04-29,QC,Laurentides,0,4,0
3431,2020-04-29,QC,Laval,0,15,0
3432,2020-04-29,QC,Mauricie-et-Centre-du-Quebec,0,3,0
3433,2020-04-29,QC,Monteregie,0,12,0
3434,2020-04-29,QC,Montreal,0,39,0
3435,2020-04-29,QC,Saguenay-Lac-Saint-Jean,0,1,0
3436,2020-04-29,ON,Toronto Public Health,0,42,0
3437,2020-04-29,ON,Middlesex-London Health Unit,0,4,0
3438,2020-04-29,ON,Niagara Region Public Health Department,0,2,0
3439,2020-04-29,ON,Ottawa Public Health,0,5,0
3440,2020-04-29,ON,Porcupine Health Unit,0,1,0
3441,2020-04-29,ON,Wellington-Dufferin-Guelph Public Health,0,2,0
3442,2020-04-29,ON,Windsor Essex County Health Unit,0,6,0
3443,2020-04-29,ON,York Region Public Health Services,0,6,0
3444,2020-04-29,QC,Outaouais,0,1,0
3445,2020-04-29,SK,Far North,0,1,0
3446,2020-04-29,ON,Hastings-Prince Edward Public Health Unit,0,1,0
3447,2020-04-29,AB,Unassigned,0,0,153
3448,2020-04-29,BC,Fraser Health Region,0,0,8
3449,2020-04-29,BC,Interior Health Region,0,0,29
3450,2020-04-29,BC,Vancouver Island Health Region,0,0,4
3451,2020-04-29,BC,Northern Health Region,0,0,4
3452,2020-04-29,BC,Vancouver Coastal Health Region,0,0,29
3453,2020-04-29,MB,Unassigned,0,0,4
3454,2020-04-29,NS,Unassigned,0,0,7
3455,2020-04-29,QC,Unassigned,0,0,207
3456,2020-04-29,SK,Far North,0,0,2
3457,2020-04-29,ON,Region of Waterloo Public Health,0,0,15
3458,2020-04-29,ON,Brant County Health Unit,0,0,2
3459,2020-04-29,ON,Algoma Public Health Unit,0,0,2
3460,2020-04-29,ON,Durham Region Health Department,0,0,34
3461,2020-04-29,ON,Chatham-Kent Public Health Unit,0,0,3
3462,2020-04-29,ON,Eastern Ontario Health Unit,0,0,4
3463,2020-04-29,ON,Grey Bruce Public Health Unit,0,0,1
3464,2020-04-29,ON,Haldimand-Norfolk Health Unit,0,0,8
3465,2020-04-29,ON,Hamilton Public Health Unit Services,0,0,10
3466,2020-04-29,ON,Lambton Public Health,0,0,2
3467,2020-04-29,ON,Middlesex-London Health Unit,0,0,8
3468,2020-04-29,ON,Niagara Region Public Health Department,0,0,38
3469,2020-04-29,ON,Renfrew Region County & Districts Health Unit,0,0,2
3470,2020-04-29,ON,Peterborough Public Health,0,0,2
3471,2020-04-29,ON,Simcoe-Muskoka District Health Unit,0,0,4
3472,2020-04-29,ON,Southwestern Public Health,0,0,4
3473,2020-04-29,ON,Toronto Public Health,0,0,223
3474,2020-04-29,ON,Wellington-Dufferin-Guelph Public Health,0,0,4
3475,2020-04-29,ON,Windsor Essex County Health Unit,0,0,20
3476,2020-04-29,ON,York Region Public Health Services,0,0,32
3477,2020-04-29,NL,Eastern,0,0,3
3478,2020-04-29,ON,Halton Region Public Health Department,0,0,23
3479,2020-04-29,ON,Peel Region Public Health,0,0,17
3480,2020-04-29,ON,"Leeds, Grenville & Lanark District Health Unit",0,0,3
3481,2020-04-29,ON,Ottawa Public Health,0,0,37
3482,2020-04-29,ON,Huron Perth Public District Health Unit,0,0,2
3483,2020-04-29,ON,Hastings-Prince Edward Public Health Unit,0,0,1
3484,2020-04-30,AB,Calgary Zone,70,0,0
3485,2020-04-30,AB,Central Zone,1,0,0
3486,2020-04-30,AB,Edmonton Zone,1,0,0
3487,2020-04-30,AB,North Zone,6,0,0
3488,2020-04-30,AB,South Zone,113,0,0
3489,2020-04-30,AB,Unassigned,-1,0,0
3490,2020-04-30,BC,Fraser Health Region,20,0,0
3491,2020-04-30,BC,Interior Health Region,1,0,0
3492,2020-04-30,BC,Vancouver Coastal Health Region,4,0,0
3493,2020-04-30,MB,Winnipeg,2,0,0
3494,2020-04-30,QC,Capitale-Nationale,28,0,0
3495,2020-04-30,QC,Cote-Nord,1,0,0
3496,2020-04-30,QC,Estrie,12,0,0
3497,2020-04-30,QC,Gaspesie-Iles-de-la-Madeleine,2,0,0
3498,2020-04-30,QC,Lanaudiere,99,0,0
3499,2020-04-30,QC,Laurentides,42,0,0
3500,2020-04-30,QC,Laval,81,0,0
3501,2020-04-30,QC,Mauricie-et-Centre-du-Quebec,20,0,0
3502,2020-04-30,QC,Monteregie,134,0,0
3503,2020-04-30,QC,Montreal,513,0,0
3504,2020-04-30,QC,Outaouais,1,0,0
3505,2020-04-30,QC,Saguenay-Lac-Saint-Jean,5,0,0
3506,2020-04-30,SK,North,3,0,0
3507,2020-04-30,SK,Saskatoon,2,0,0
3508,2020-04-30,SK,Far North,1,0,0
3509,2020-04-30,QC,Unassigned,2,0,0
3510,2020-04-30,NS,Central,12,0,0
3511,2020-04-30,ON,Brant County Health Unit,1,0,0
3512,2020-04-30,ON,Chatham-Kent Public Health Unit,1,0,0
3513,2020-04-30,ON,Durham Region Health Department,27,0,0
3514,2020-04-30,ON,Eastern Ontario Health Unit,2,0,0
3515,2020-04-30,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,1,0,0
3516,2020-04-30,ON,Halton Region Public Health Department,6,0,0
3517,2020-04-30,ON,Hamilton Public Health Unit Services,10,0,0
3518,2020-04-30,ON,"Leeds, Grenville & Lanark District Health Unit",1,0,0
3519,2020-04-30,ON,Middlesex-London Health Unit,12,0,0
3520,2020-04-30,ON,Niagara Region Public Health Department,4,0,0
3521,2020-04-30,ON,Ottawa Public Health,62,0,0
3522,2020-04-30,ON,Peel Region Public Health,50,0,0
3523,2020-04-30,ON,Renfrew Region County & Districts Health Unit,1,0,0
3524,2020-04-30,ON,Simcoe-Muskoka District Health Unit,9,0,0
3525,2020-04-30,ON,Thunder Bay District Health Unit,3,0,0
3526,2020-04-30,ON,Timiskaming Health Unit,6,0,0
3527,2020-04-30,ON,Toronto Public Health,140,0,0
3528,2020-04-30,ON,Region of Waterloo Public Health,35,0,0
3529,2020-04-30,ON,Wellington-Dufferin-Guelph Public Health,7,0,0
3530,2020-04-30,ON,Windsor Essex County Health Unit,10,0,0
3531,2020-04-30,ON,York Region Public Health Services,33,0,0
3532,2020-04-30,AB,Edmonton Zone,0,1,0
3533,2020-04-30,BC,Fraser Health Region,0,1,0
3534,2020-04-30,BC,Vancouver Coastal Health Region,0,1,0
3535,2020-04-30,ON,Durham Region Health Department,0,4,0
3536,2020-04-30,ON,Peel Region Public Health,0,7,0
3537,2020-04-30,ON,Region of Waterloo Public Health,0,2,0
3538,2020-04-30,QC,Capitale-Nationale,0,2,0
3539,2020-04-30,QC,Gaspesie-Iles-de-la-Madeleine,0,1,0
3540,2020-04-30,QC,Lanaudiere,0,5,0
3541,2020-04-30,QC,Laurentides,0,6,0
3542,2020-04-30,QC,Laval,0,11,0
3543,2020-04-30,QC,Mauricie-et-Centre-du-Quebec,0,1,0
3544,2020-04-30,QC,Monteregie,0,3,0
3545,2020-04-30,QC,Montreal,0,68,0
3546,2020-04-30,SK,Saskatoon,0,1,0
3547,2020-04-30,ON,Toronto Public Health,0,19,0
3548,2020-04-30,ON,Hamilton Public Health Unit Services,0,1,0
3549,2020-04-30,ON,Huron Perth Public District Health Unit,0,2,0
3550,2020-04-30,ON,"Leeds, Grenville & Lanark District Health Unit",0,2,0
3551,2020-04-30,ON,Middlesex-London Health Unit,0,1,0
3552,2020-04-30,ON,Ottawa Public Health,0,8,0
3553,2020-04-30,ON,Peterborough Public Health,0,1,0
3554,2020-04-30,ON,Wellington-Dufferin-Guelph Public Health,0,1,0
3555,2020-04-30,ON,Windsor Essex County Health Unit,0,1,0
3556,2020-04-30,ON,York Region Public Health Services,0,6,0
3557,2020-04-30,AB,South Zone,0,1,0
3558,2020-04-30,ON,Hastings-Prince Edward Public Health Unit,0,1,0
3559,2020-04-30,AB,Unassigned,0,0,208
3560,2020-04-30,BC,Fraser Health Region,0,0,11
3561,2020-04-30,BC,Interior Health Region,0,0,1
3562,2020-04-30,BC,Vancouver Island Health Region,0,0,2
3563,2020-04-30,BC,Vancouver Coastal Health Region,0,0,3
3564,2020-04-30,MB,Unassigned,0,0,7
3565,2020-04-30,NS,Unassigned,0,0,16
3566,2020-04-30,QC,Unassigned,0,0,251
3567,2020-04-30,SK,Far North,0,0,2
3568,2020-04-30,SK,North,0,0,-2
3569,2020-04-30,SK,Central,0,0,1
3570,2020-04-30,SK,Saskatoon,0,0,-2
3571,2020-04-30,SK,South,0,0,1
3572,2020-04-30,SK,Regina,0,0,2
3573,2020-04-30,ON,Region of Waterloo Public Health,0,0,18
3574,2020-04-30,ON,Brant County Health Unit,0,0,5
3575,2020-04-30,ON,Durham Region Health Department,0,0,20
3576,2020-04-30,ON,Chatham-Kent Public Health Unit,0,0,1
3577,2020-04-30,ON,Eastern Ontario Health Unit,0,0,1
3578,2020-04-30,ON,Grey Bruce Public Health Unit,0,0,1
3579,2020-04-30,ON,Haldimand-Norfolk Health Unit,0,0,3
3580,2020-04-30,ON,Haliburton-Kawartha Lakes-Pine Ridge District Health Unit,0,0,1
3581,2020-04-30,ON,Hamilton Public Health Unit Services,0,0,6
3582,2020-04-30,ON,Lambton Public Health,0,0,1
3583,2020-04-30,ON,Middlesex-London Health Unit,0,0,8
3584,2020-04-30,ON,Niagara Region Public Health Department,0,0,6
3585,2020-04-30,ON,Simcoe-Muskoka District Health Unit,0,0,7
3586,2020-04-30,ON,Toronto Public Health,0,0,239
3587,2020-04-30,ON,Wellington-Dufferin-Guelph Public Health,0,0,1
3588,2020-04-30,ON,Windsor Essex County Health Unit,0,0,7
3589,2020-04-30,ON,York Region Public Health Services,0,0,63
3590,2020-04-30,ON,Halton Region Public Health Department,0,0,51
3591,2020-04-30,ON,Peel Region Public Health,0,0,15
3592,2020-04-30,ON,"Leeds, Grenville & Lanark District Health Unit",0,0,10
3593,2020-04-30,ON,Ottawa Public Health,0,0,3
3594,2020-04-30,ON,Huron Perth Public District Health Unit,0,0,1
3595,2020-04-30,YT,Whitehorse,0,0,1
3596,2020-05-01,AB,Calgary Zone,118,0,0
3597,2020-05-01,AB,Central Zone,2,0,0
3598,2020-05-01,AB,Edmonton Zone,8,0,0
3599,2020-05-01,AB,North Zone,4,0,0
3600,2020-05-01,AB,South Zone,87,0,0
3601,2020-05-01,AB,Unassigned,-1,0,0
3602,2020-05-01,BC,Fraser Health Region,17,0,0
3603,2020-05-01,BC,Interior Health Region,4,0,0
3604,2020-05-01,BC,Northern Health Region,3,0,0
3605,2020-05-01,BC,Vancouver Coastal Health Region,8,0,0
3606,2020-05-01,MB,Winnipeg,2,0,0
3607,2020-05-01,NL,Eastern,1,0,0
3608,2020-05-01,QC,Capitale-Nationale,32,0,0
3609,2020-05-01,QC,Chaudiere-Appalaches,2,0,0
3610,2020-05-01,QC,Estrie,7,0,0
3611,2020-05-01,QC,Gaspesie-Iles-de-la-Madeleine,1,0,0
3612,2020-05-01,QC,Lanaudiere,88,0,0
3613,2020-05-01,QC,Laurentides,45,0,0
3614,2020-05-01,QC,Laval,114,0,0
3615,2020-05-01,QC,Mauricie-et-Centre-du-Quebec,46,0,0
3616,2020-05-01,QC,Monteregie,99,0,0
3617,2020-05-01,QC,Montreal,655,0,0
3618,2020-05-01,QC,Nord-du-Quebec,1,0,0
3619,2020-05-01,QC,Outaouais,14,0,0
3620,2020-05-01,QC,Saguenay-Lac-Saint-Jean,2,0,0
3621,2020-05-01,SK,North,4,0,0
3622,2020-05-01,SK,Saskatoon,3,0,0
3623,2020-05-01,BC,Vancouver Island Health Region,1,0,0
3624,2020-05-01,SK,Far North,19,0,0
3625,2020-05-01,MB,Prairie Mountain,2,0,0
3626,2020-05-01,NS,Central,12,0,0
3627,2020-05-01,ON,Brant County Health Unit,1,0,0
3628,2020-05-01,ON,Chatham-Kent Public Health Unit,2,0,0
3629,2020-05-01,ON,Durham Region Health Department,34,0,0
3630,2020-05-01,ON,Eastern Ontario Health Unit,2,0,0
3631,2020-05-01,ON,Grey Bruce Public Health Unit,2,0,0
3632,2020-05-01,ON,Haldimand-Norfolk Health Unit,17,0,0
3633,2020-05-01,ON,Halton Region Public Health Department,7,0,0
3634,2020-05-01,ON,Hamilton Public Health Unit Services,8,0,0
3635,2020-05-01,ON,Huron Perth Public District Health Unit,2,0,0
3636,2020-05-01,ON,Lambton Public Health,4,0,0
3637,2020-05-01,ON,"Leeds, Grenville & Lanark District Health Unit",2,0,0
3638,2020-05-01,ON,Middlesex-London Health Unit,1,0,0
3639,2020-05-01,ON,Niagara Region Public Health Department,11,0,0
3640,2020-05-01,ON,North Bay-Nipissing-Parry Sound District Health Unit,1,0,0
3641,2020-05-01,ON,Ottawa Public Health,48,0,0
3642,2020-05-01,ON,Peel Region Public Health,61,0,0
3643,2020-05-01,ON,Peterborough Public Health,1,0,0
3644,2020-05-01,ON,Simcoe-Muskoka District Health Unit,11,0,0
3645,2020-05-01,ON,Southwestern Public Health,1,0,0
3646,2020-05-01,ON,Thunder Bay District Health Unit,-1,0,0
3647,2020-05-01,ON,Toronto Public Health,190,0,0
3648,2020-05-01,ON,Region of Waterloo Public Health,27,0,0
3649,2020-05-01,ON,Wellington-Dufferin-Guelph Public Health,21,0,0
